# Total Phase Data Center(tm) v8.10
# (c) 2005-2026 Total Phase, Inc.
# www.totalphase.com
#
# Wed Apr 01 10:35:44 2026
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
4,FS,2660,0:34.046.119,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
3,FS,2661,0:34.046.135,49.833 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 83 00 00 00 24 00 00 00 57 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 00 49 2D 0C,,"........$...W.................................^.."
4,FS,2662,0:34.046.135,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,2663,0:34.046.139,44.750 us,67 B,,08,01,            DATA1 packet,4B 01 00 00 00 83 00 00 00 24 00 00 00 57 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 00 49 2D 0C AC 0F,,"K........$...W.................................^."
4,FS,2664,0:34.046.185,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
2,FS,2665,0:34.046.201,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2666,0:34.046.204,44.750 us,67 B,,08,01,      DATA1 packet,4B 01 00 00 00 83 00 00 00 24 00 00 00 57 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 00 49 2D 0C AC 0F,,"K........$...W.................................^."
2,FS,2667,0:34.046.250,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2668,0:34.046.266,50.083 us,64 B,,08,01,   OUT txn,40 00 FF 11 81 FD C0 A8 2A F6 E0 00 00 FB 14 E9 14 E9 00 35 07 9D 00 00 00 00 00 02 00 00 00 00 00 00 05 5F 69 70 70 73 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 0C 00 01 04 5F 69 70 70 C0 12 00,,"@.......*..........5..............._ipps._tcp.loc"
2,FS,2669,0:34.046.266,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2670,0:34.046.269,44.916 us,67 B,,08,01,      DATA0 packet,C3 40 00 FF 11 81 FD C0 A8 2A F6 E0 00 00 FB 14 E9 14 E9 00 35 07 9D 00 00 00 00 00 02 00 00 00 00 00 00 05 5F 69 70 70 73 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 0C 00 01 04 5F 69 70 70 C0 12 00 58 A5,,".@.......*..........5..............._ipps._tcp.lo"
2,FS,2671,0:34.046.315,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2672,0:34.046.331,9.333 us,3 B,,08,01,   OUT txn,0C 00 01,,"..."
2,FS,2673,0:34.046.331,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2674,0:34.046.335,4.183 us,6 B,,08,01,      DATA1 packet,4B 0C 00 01 8F FC,,"K....."
2,FS,2675,0:34.046.340,750 ns,1 B,,08,01,      ACK packet,D2,,"."
0,FS,2676,0:34.046.966,47.008.333 ms,,,,,[48 SOF],,[Frames: 883 - 930] ,""
0,FS,2677,0:34.093.984,494.500 us,364 B,,08,01,CDC OUT Data,01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A 11 FF FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 0A 3B 8E 00 00 84 00 00 00 00 09 00 00 00 00 09 5F 73 65 72 76 69 63 65 73 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 05 6C 6F 63 61 6C 00 00 0C 00 01 00 00 11 94 00 14 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E 04 5F 74 63 70 C0 23 0B 5F 75 64 69 73 6B 73 2D 73 73 68 C0 41 00 0C 00 01 00 00 11 94 00 08 05 6B 70 6F 78 61 C0 48 C0 60 00 10 80 01 00 00 11 94 00 01 00 C0 60 00 21 80 01 00 00 00 78 00 0E 00 00 00 00 00 16 05 6B 70 6F 78 61 C0 23 C0 87 00 1C 80 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00 01 00 00 11 94 00 02 C0 48 C0 34 00 0C 00 01 00 00 11 94 00 1C 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A 62 31 3A 63 66 3A 66 31 5D C0 34 C0 C5 00 10 80 01 00 00 11 94 00 01 00 C0 C5 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 87,,"....l...$...@...............................33..."
1,FS,2678,0:34.093.984,180.583 us,64 B,,08,01,   OUT txn   [2 POLL],01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A,,"....l...$...@...............................33..."
2,FS,2679,0:34.093.984,115.250 us,,,08,01,      [2 OUT-DATA-NAK],,,""
3,FS,2680,0:34.093.984,49.916 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A,,"....l...$...@...............................33..."
4,FS,2681,0:34.093.984,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,2682,0:34.093.988,44.750 us,67 B,,08,01,            DATA0 packet,C3 01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A 0C AF,,".....l...$...@...............................33.."
4,FS,2683,0:34.094.034,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
3,FS,2684,0:34.094.050,49.916 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A,,"....l...$...@...............................33..."
4,FS,2685,0:34.094.050,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,2686,0:34.094.053,44.750 us,67 B,,08,01,            DATA0 packet,C3 01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A 0C AF,,".....l...$...@...............................33.."
4,FS,2687,0:34.094.099,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
2,FS,2688,0:34.094.115,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2689,0:34.094.118,44.750 us,67 B,,08,01,      DATA0 packet,C3 01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A 0C AF,,".....l...$...@...............................33.."
2,FS,2690,0:34.094.164,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2691,0:34.094.180,50.416 us,64 B,,08,01,   OUT txn,11 FF FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 0A 3B 8E 00 00 84 00 00 00 00 09 00 00 00 00 09 5F 73 65 72 76 69 63 65 73,,"..........x|+...........................;........"
2,FS,2692,0:34.094.180,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2693,0:34.094.183,45.250 us,67 B,,08,01,      DATA1 packet,4B 11 FF FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 0A 3B 8E 00 00 84 00 00 00 00 09 00 00 00 00 09 5F 73 65 72 76 69 63 65 73 B9 1A,,"K..........x|+...........................;......."
2,FS,2694,0:34.094.230,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2695,0:34.094.246,50.000 us,64 B,,08,01,   OUT txn,07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 05 6C 6F 63 61 6C 00 00 0C 00 01 00 00 11 94 00 14 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E 04 5F 74 63 70 C0 23 0B 5F 75 64 69 73 6B 73 2D 73 73 68 C0 41,,"._dns-sd._udp.local............_workstation._tcp."
2,FS,2696,0:34.094.246,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2697,0:34.094.249,44.750 us,67 B,,08,01,      DATA0 packet,C3 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 05 6C 6F 63 61 6C 00 00 0C 00 01 00 00 11 94 00 14 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E 04 5F 74 63 70 C0 23 0B 5F 75 64 69 73 6B 73 2D 73 73 68 C0 41 0F C2,,".._dns-sd._udp.local............_workstation._tcp"
2,FS,2698,0:34.094.295,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2699,0:34.094.311,50.000 us,64 B,,08,01,   OUT txn,00 0C 00 01 00 00 11 94 00 08 05 6B 70 6F 78 61 C0 48 C0 60 00 10 80 01 00 00 11 94 00 01 00 C0 60 00 21 80 01 00 00 00 78 00 0E 00 00 00 00 00 16 05 6B 70 6F 78 61 C0 23 C0 87 00 1C 80 01 00,,"...........kpoxa.H.`............`.!.....x........"
2,FS,2700,0:34.094.311,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2701,0:34.094.314,44.750 us,67 B,,08,01,      DATA1 packet,4B 00 0C 00 01 00 00 11 94 00 08 05 6B 70 6F 78 61 C0 48 C0 60 00 10 80 01 00 00 11 94 00 01 00 C0 60 00 21 80 01 00 00 00 78 00 0E 00 00 00 00 00 16 05 6B 70 6F 78 61 C0 23 C0 87 00 1C 80 01 00 92 EA,,"K...........kpoxa.H.`............`.!.....x......."
2,FS,2702,0:34.094.361,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2703,0:34.094.377,50.250 us,64 B,,08,01,   OUT txn,00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00 01 00 00 11 94 00 02 C0 48 C0 34 00 0C 00 01 00 00 11 94 00 1C 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A,,"..x..........x|+..................H.4...........k"
2,FS,2704,0:34.094.377,2.166 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2705,0:34.094.380,45.000 us,67 B,,08,01,      DATA0 packet,C3 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00 01 00 00 11 94 00 02 C0 48 C0 34 00 0C 00 01 00 00 11 94 00 1C 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A 35 F3,,"...x..........x|+..................H.4..........."
2,FS,2706,0:34.094.426,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2707,0:34.094.442,36.666 us,44 B,,08,01,   OUT txn,62 31 3A 63 66 3A 66 31 5D C0 34 C0 C5 00 10 80 01 00 00 11 94 00 01 00 C0 C5 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 87,,"b1:cf:f1].4................!.....x.........."
2,FS,2708,0:34.094.442,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2709,0:34.094.445,31.516 us,47 B,,08,01,      DATA1 packet,4B 62 31 3A 63 66 3A 66 31 5D C0 34 C0 C5 00 10 80 01 00 00 11 94 00 01 00 C0 C5 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 87 52 FC,,"Kb1:cf:f1].4................!.....x..........R."
2,FS,2710,0:34.094.478,750 ns,1 B,,08,01,      ACK packet,D2,,"."
0,FS,2711,0:34.094.972,96.014.833 ms,,,,,[97 SOF],,[Frames: 931 - 1027] ,""
0,FS,2712,0:34.190.988,528.416 us,457 B,,08,01,CDC OUT Data,01 00 00 00 C9 01 00 00 24 00 00 00 9D 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 8F 2D 0D 40 00 FF 11 80 B6 C0 A8 2A F6 E0 00 00 FB 14 E9 14 E9 01 7B AA 46 00 00 00 00 00 05 00 00 00 09 00 00 01 31 01 66 01 66 01 63 01 31 01 62 01 65 01 66 01 66 01 66 01 62 01 32 01 63 01 37 01 38 01 37 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 38 01 65 01 66 03 69 70 36 04 61 72 70 61 00 00 FF 00 01 05 6B 70 6F 78 61 05 6C 6F 63 61 6C 00 00 FF 00 01 03 32 34 36 02 34 32 03 31 36 38 03 31 39 32 07 69 6E 2D 61 64 64 72 C0 50 00 FF 00 01 05 6B 70 6F 78 61 0B 5F 75 64 69 73 6B 73 2D 73 73 68 04 5F 74 63 70 C0 60 00 FF 00 01 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A 62 31 3A 63 66 3A 66 31 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 9A 00 FF 00 01 C0 5A 00 01 00 01 00 00 00 78 00 04 C0 A8 2A F6 C0 6B 00 0C 00 01 00 00 00 78 00 02 C0 5A C0 5A 00 0D 00 01 00 00 00 78 00 0B 04 49 36 38 36 05 4C 49 4E 55 58 C0 88 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 5A C0 88 00 10 00 01 00 00 11 94 00 01 00 C0 A5 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 5A C0 A5 00 10 00 01 00 00 11 94 00 01 00 C0 5A 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00 01 00 00 00 78 00 02 C0 5A,,"........$.....................................^.."
1,FS,2713,0:34.190.988,164.416 us,64 B,,08,01,   OUT txn   [2 POLL],01 00 00 00 C9 01 00 00 24 00 00 00 9D 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 8F 2D 0D,,"........$.....................................^.."
2,FS,2714,0:34.190.988,107.166 us,,,08,01,      [2 OUT-DATA-NAK],,,""
3,FS,2715,0:34.190.988,49.916 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 C9 01 00 00 24 00 00 00 9D 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 8F 2D 0D,,"........$.....................................^.."
4,FS,2716,0:34.190.988,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,2717,0:34.190.991,44.750 us,67 B,,08,01,            DATA0 packet,C3 01 00 00 00 C9 01 00 00 24 00 00 00 9D 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 8F 2D 0D B0 C0,,".........$.....................................^."
4,FS,2718,0:34.191.037,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
3,FS,2719,0:34.191.045,50.000 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 C9 01 00 00 24 00 00 00 9D 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 8F 2D 0D,,"........$.....................................^.."
4,FS,2720,0:34.191.045,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,2721,0:34.191.048,44.750 us,67 B,,08,01,            DATA0 packet,C3 01 00 00 00 C9 01 00 00 24 00 00 00 9D 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 8F 2D 0D B0 C0,,".........$.....................................^."
4,FS,2722,0:34.191.094,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
2,FS,2723,0:34.191.102,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2724,0:34.191.105,44.750 us,67 B,,08,01,      DATA0 packet,C3 01 00 00 00 C9 01 00 00 24 00 00 00 9D 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 8F 2D 0D B0 C0,,".........$.....................................^."
2,FS,2725,0:34.191.152,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2726,0:34.191.159,50.166 us,64 B,,08,01,   OUT txn,40 00 FF 11 80 B6 C0 A8 2A F6 E0 00 00 FB 14 E9 14 E9 01 7B AA 46 00 00 00 00 00 05 00 00 00 09 00 00 01 31 01 66 01 66 01 63 01 31 01 62 01 65 01 66 01 66 01 66 01 62 01 32 01 63 01 37 01 38,,"@.......*..........{.F.............1.f.f.c.1.b.e."
2,FS,2727,0:34.191.159,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2728,0:34.191.163,45.000 us,67 B,,08,01,      DATA1 packet,4B 40 00 FF 11 80 B6 C0 A8 2A F6 E0 00 00 FB 14 E9 14 E9 01 7B AA 46 00 00 00 00 00 05 00 00 00 09 00 00 01 31 01 66 01 66 01 63 01 31 01 62 01 65 01 66 01 66 01 66 01 62 01 32 01 63 01 37 01 38 CD CF,,"K@.......*..........{.F.............1.f.f.c.1.b.e"
2,FS,2729,0:34.191.209,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2730,0:34.191.217,50.083 us,64 B,,08,01,   OUT txn,01 37 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 38 01 65 01 66 03 69 70 36 04 61 72 70 61 00 00 FF 00 01 05 6B 70 6F 78 61 05 6C 6F 63 61 6C 00 00 FF 00,,".7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa......"
2,FS,2731,0:34.191.217,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2732,0:34.191.220,44.916 us,67 B,,08,01,      DATA0 packet,C3 01 37 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 38 01 65 01 66 03 69 70 36 04 61 72 70 61 00 00 FF 00 01 05 6B 70 6F 78 61 05 6C 6F 63 61 6C 00 00 FF 00 95 51,,"..7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa....."
2,FS,2733,0:34.191.266,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2734,0:34.191.274,50.083 us,64 B,,08,01,   OUT txn,01 03 32 34 36 02 34 32 03 31 36 38 03 31 39 32 07 69 6E 2D 61 64 64 72 C0 50 00 FF 00 01 05 6B 70 6F 78 61 0B 5F 75 64 69 73 6B 73 2D 73 73 68 04 5F 74 63 70 C0 60 00 FF 00 01 19 6B 70 6F 78,,"..246.42.168.192.in-addr.P.....kpoxa._udisks-ssh."
2,FS,2735,0:34.191.274,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2736,0:34.191.277,44.916 us,67 B,,08,01,      DATA1 packet,4B 01 03 32 34 36 02 34 32 03 31 36 38 03 31 39 32 07 69 6E 2D 61 64 64 72 C0 50 00 FF 00 01 05 6B 70 6F 78 61 0B 5F 75 64 69 73 6B 73 2D 73 73 68 04 5F 74 63 70 C0 60 00 FF 00 01 19 6B 70 6F 78 56 E2,,"K..246.42.168.192.in-addr.P.....kpoxa._udisks-ssh"
2,FS,2737,0:34.191.324,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2738,0:34.191.331,50.000 us,64 B,,08,01,   OUT txn,61 20 5B 37 61 3A 37 63 3A 32 62 3A 62 31 3A 63 66 3A 66 31 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 9A 00 FF 00 01 C0 5A 00 01 00 01 00 00 00 78 00 04 C0 A8 2A F6 C0 6B 00 0C 00 01 00 00,,"a [7a:7c:2b:b1:cf:f1]._workstation.......Z......."
2,FS,2739,0:34.191.331,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2740,0:34.191.335,44.850 us,67 B,,08,01,      DATA0 packet,C3 61 20 5B 37 61 3A 37 63 3A 32 62 3A 62 31 3A 63 66 3A 66 31 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 9A 00 FF 00 01 C0 5A 00 01 00 01 00 00 00 78 00 04 C0 A8 2A F6 C0 6B 00 0C 00 01 00 00 EF 5B,,".a [7a:7c:2b:b1:cf:f1]._workstation.......Z......"
2,FS,2741,0:34.191.381,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2742,0:34.191.389,49.916 us,64 B,,08,01,   OUT txn,00 78 00 02 C0 5A C0 5A 00 0D 00 01 00 00 00 78 00 0B 04 49 36 38 36 05 4C 49 4E 55 58 C0 88 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 5A C0 88 00 10 00 01 00 00 11 94 00 01 00 C0 A5,,".x...Z.Z.......x...I686.LINUX...!.....x.........Z"
2,FS,2743,0:34.191.389,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2744,0:34.191.392,44.750 us,67 B,,08,01,      DATA1 packet,4B 00 78 00 02 C0 5A C0 5A 00 0D 00 01 00 00 00 78 00 0B 04 49 36 38 36 05 4C 49 4E 55 58 C0 88 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 5A C0 88 00 10 00 01 00 00 11 94 00 01 00 C0 A5 4C EE,,"K.x...Z.Z.......x...I686.LINUX...!.....x........."
2,FS,2745,0:34.191.438,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2746,0:34.191.446,50.166 us,64 B,,08,01,   OUT txn,00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 5A C0 A5 00 10 00 01 00 00 11 94 00 01 00 C0 5A 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00,,".!.....x.........Z..............Z.......x........"
2,FS,2747,0:34.191.446,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2748,0:34.191.449,45.000 us,67 B,,08,01,      DATA0 packet,C3 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 5A C0 A5 00 10 00 01 00 00 11 94 00 01 00 C0 5A 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00 AE B6,,"..!.....x.........Z..............Z.......x......."
2,FS,2749,0:34.191.495,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,2750,0:34.191.503,13.250 us,9 B,,08,01,   OUT txn,01 00 00 00 78 00 02 C0 5A,,"....x...Z"
2,FS,2751,0:34.191.503,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,2752,0:34.191.506,8.083 us,12 B,,08,01,      DATA1 packet,4B 01 00 00 00 78 00 02 C0 5A 29 6E,,"K....x...Z)n"
2,FS,2753,0:34.191.516,750 ns,1 B,,08,01,      ACK packet,D2,,"."
0,FS,2754,0:34.191.985,46.008.166 ms,,,,,[47 SOF],,[Frames: 1028 - 1074] ,""
0,FS,2755,0:34.238.034,368.083 us,244 B,,08,01,CDC OUT Data,01 00 00 00 F4 00 00 00 24 00 00 00 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 00 BA 2D 0E 40 00 FF 11 81 8A C0 A8 2A F6 E0 00 00 FB 14 E9 14 E9 00 A6 17 2B 00 00 84 00 00 00 00 04 00 00 00 00 09 5F 73 65 72 76 69 63 65 73 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 05 6C 6F 63 61 6C 00 00 0C 00 01 00 00 11 94 00 14 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E 04 5F 74 63 70 C0 23 0B 5F 75 64 69 73 6B 73 2D 73 73 68 C0 41 00 0C 00 01 00 00 11 94 00 08 05 6B 70 6F 78 61 C0 48 C0 0C 00 0C 00 01 00 00 11 94 00 02 C0 48 C0 34 00 0C 00 01 00 00 11 94 00 1C 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A 62 31 3A 63 66 3A 66 31 5D C0 34,,"........$.....................................^.."
1,FS,2756,0:34.238.034,180.500 us,64 B,,08,01,   OUT txn   [2 POLL],01 00 00 00 F4 00 00 00 24 00 00 00 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 00 BA 2D 0E,,"........$.....................................^.."
2,FS,2757,0:34.238.034,115.250 us,,,08,01,      [2 OUT-DATA-NAK],,,""
3,FS,2758,0:34.238.034,49.916 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 F4 00 00 00 24 00 00 00 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 00 BA 2D 0E,,"........$.....................................^.."
4,FS,2759,0:34.238.034,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,2760,0:34.238.037,44.750 us,67 B,,08,01,            DATA0 packet,C3 01 00 00 00 F4 00 00 00 24 00 00 00 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 00 BA 2D 0E 4C D7,,".........$.....................................^."
4,FS,2761,0:34.238.083,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
