# Total Phase Data Center(tm) v8.10
# (c) 2005-2026 Total Phase, Inc.
# www.totalphase.com
#
# Wed Apr 01 10:35:44 2026
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
0,FS,244,0:10.500.847,71.016.750 ms,8 B,,07,00,Get String Descriptor,08 03 4D 00 54 00 50 00,Index=4 Length=255,"..M.T.P."
1,FS,245,0:10.500.847,12.666 us,8 B,,07,00,   SETUP txn,80 06 04 03 09 04 FF 00,,"........"
2,FS,246,0:10.500.847,2.083 us,3 B,,07,00,      SETUP packet,2D 07 68,,"-.h"
2,FS,247,0:10.500.850,7.516 us,11 B,,07,00,      DATA0 packet,C3 80 06 04 03 09 04 FF 00 97 BD,,"..........."
2,FS,248,0:10.500.859,750 ns,1 B,,07,00,      ACK packet,D2,,"."
1,FS,249,0:10.500.866,44.833 us,8 B,,07,00,   IN txn   [3 POLL],08 03 4D 00 54 00 50 00,,"..M.T.P."
2,FS,250,0:10.500.866,25.500 us,,,07,00,      [3 IN-NAK],,,""
2,FS,251,0:10.500.898,2.083 us,3 B,,07,00,      IN packet,69 07 68,,"i.h"
2,FS,252,0:10.500.901,7.516 us,11 B,,07,00,      DATA1 packet,4B 08 03 4D 00 54 00 50 00 AE BF,,"K..M.T.P..."
2,FS,253,0:10.500.910,750 ns,1 B,,07,00,      ACK packet,D2,,"."
1,FS,254,0:10.571.774,89.833 us,0 B,,07,00,   OUT txn   [2 POLL],,,""
2,FS,255,0:10.571.774,20.750 us,,,07,00,      [2 OUT-DATA-NAK],,,""
3,FS,256,0:10.571.774,7.333 us,0 B,,07,00,         OUT-DATA-NAK,,,""
4,FS,257,0:10.571.774,2.183 us,3 B,,07,00,            OUT packet,E1 07 68,,"..h"
4,FS,258,0:10.571.777,2.083 us,3 B,,07,00,            DATA1 packet,4B 00 00,,"K.."
4,FS,259,0:10.571.780,750 ns,1 B,,07,00,            NAK packet,5A,,"Z"
3,FS,260,0:10.571.787,7.333 us,0 B,,07,00,         OUT-DATA-NAK,,,""
4,FS,261,0:10.571.787,2.183 us,3 B,,07,00,            OUT packet,E1 07 68,,"..h"
4,FS,262,0:10.571.790,2.083 us,3 B,,07,00,            DATA1 packet,4B 00 00,,"K.."
4,FS,263,0:10.571.794,750 ns,1 B,,07,00,            NAK packet,5A,,"Z"
2,FS,264,0:10.571.856,2.183 us,3 B,,07,00,      OUT packet,E1 07 68,,"..h"
2,FS,265,0:10.571.860,2.083 us,3 B,,07,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,266,0:10.571.863,750 ns,1 B,,07,00,      ACK packet,D2,,"."
0,FS,267,0:10.572.853,227.032.166 ms,,,,,[228 SOF],,[Frames: 1988 - 167] ,""
0,FS,268,0:10.765.882,34.076.166 ms,,,07,01,OpenSession,,SessionID=0x00000001 (OK),""
1,FS,269,0:10.765.882,68.333 us,16 B,,07,01,   Command Block,10 00 00 00 01 00 02 10 00 00 00 00 01 00 00 00,,"................"
2,FS,270,0:10.765.882,68.333 us,16 B,,07,01,      OUT txn   [2 POLL],10 00 00 00 01 00 02 10 00 00 00 00 01 00 00 00,,"................"
3,FS,271,0:10.765.882,43.166 us,,,07,01,         [2 OUT-DATA-NAK],,,""
4,FS,272,0:10.765.882,18.000 us,16 B,,07,01,            OUT-DATA-NAK,10 00 00 00 01 00 02 10 00 00 00 00 01 00 00 00,,"................"
5,FS,273,0:10.765.882,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,274,0:10.765.885,12.750 us,19 B,,07,01,               DATA0 packet,C3 10 00 00 00 01 00 02 10 00 00 00 00 01 00 00 00 DC F6,,"..................."
5,FS,275,0:10.765.899,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,276,0:10.765.907,18.000 us,16 B,,07,01,            OUT-DATA-NAK,10 00 00 00 01 00 02 10 00 00 00 00 01 00 00 00,,"................"
5,FS,277,0:10.765.907,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,278,0:10.765.910,12.750 us,19 B,,07,01,               DATA0 packet,C3 10 00 00 00 01 00 02 10 00 00 00 00 01 00 00 00 DC F6,,"..................."
5,FS,279,0:10.765.925,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,280,0:10.765.932,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,281,0:10.765.936,12.750 us,19 B,,07,01,         DATA0 packet,C3 10 00 00 00 01 00 02 10 00 00 00 00 01 00 00 00 DC F6,,"..................."
3,FS,282,0:10.765.950,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,283,0:10.799.922,36.000 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 00 00 00 00,OK,"....... ...."
2,FS,284,0:10.799.922,36.000 us,12 B,,07,01,      IN txn   [2 POLL],0C 00 00 00 03 00 01 20 00 00 00 00,,"....... ...."
3,FS,285,0:10.799.922,14.333 us,,,07,01,         [2 IN-NAK],,,""
3,FS,286,0:10.799.943,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,287,0:10.799.946,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 00 00 00 00 4B EE,,"........ ....K."
3,FS,288,0:10.799.958,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,289,0:10.800.884,199.028.416 ms,,,,,[200 SOF],,[Frames: 168 - 367] ,""
0,FS,290,0:10.819.967,180.006.083 ms,303 B,,07,01,GetDeviceInfo,64 00 06 00 00 00 64 00 26 6D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00 2E 00 63 00 6F 00 6D 00 3A 00 20 00 31 00 2E 00 30 00 3B 00 20 00 61 00 6E 00 64 00 72 00 6F 00 69 00 64 00 2E 00 63 00 6F 00 6D 00 3A 00 20 00 31 00 2E 00 30 00 3B 00 00 00 00 00 1E 00 00 00 01 10 02 10 03 10 04 10 05 10 06 10 07 10 08 10 09 10 0A 10 0B 10 0C 10 0D 10 14 10 15 10 16 10 17 10 1B 10 01 98 02 98 03 98 04 98 05 98 10 98 11 98 C1 95 C2 95 C3 95 C4 95 C5 95 04 00 00 00 02 40 03 40 04 40 05 40 03 00 00 00 01 D4 02 D4 03 50 00 00 00 00 1A 00 00 00 00 30 01 30 04 30 05 30 08 30 09 30 0B 30 01 38 02 38 04 38 07 38 08 38 0B 38 0D 38 01 B9 02 B9 03 B9 82 B9 83 B9 84 B9 05 BA 10 BA 11 BA 14 BA 82 BA 06 B9 04 4C 00 47 00 45 00 00 00 08 4E 00 65 00 78 00 75 00 73 00 20 00 35 00 00 00 04 31 00 2E 00 30 00 00 00 11 30 00 34 00 38 00 66 00 31 00 63 00 39 00 63 00 32 00 32 00 33 00 39 00 30 00 30 00 36 00 37 00 00 00,OK,"d.....d.&m.i.c.r.o.s.o.f.t...c.o.m.:. .1...0.;. ."
1,FS,291,0:10.819.967,60.250 us,12 B,,07,01,   Command Block,0C 00 00 00 01 00 01 10 01 00 00 00,,"............"
2,FS,292,0:10.819.967,60.250 us,12 B,,07,01,      OUT txn   [2 POLL],0C 00 00 00 01 00 01 10 01 00 00 00,,"............"
3,FS,293,0:10.819.967,37.833 us,,,07,01,         [2 OUT-DATA-NAK],,,""
4,FS,294,0:10.819.967,15.333 us,12 B,,07,01,            OUT-DATA-NAK,0C 00 00 00 01 00 01 10 01 00 00 00,,"............"
5,FS,295,0:10.819.967,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,296,0:10.819.970,10.083 us,15 B,,07,01,               DATA1 packet,4B 0C 00 00 00 01 00 01 10 01 00 00 00 8B CF,,"K.............."
5,FS,297,0:10.819.982,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,298,0:10.819.990,15.333 us,12 B,,07,01,            OUT-DATA-NAK,0C 00 00 00 01 00 01 10 01 00 00 00,,"............"
5,FS,299,0:10.819.990,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,300,0:10.819.993,10.083 us,15 B,,07,01,               DATA1 packet,4B 0C 00 00 00 01 00 01 10 01 00 00 00 8B CF,,"K.............."
5,FS,301,0:10.820.004,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,302,0:10.820.012,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,303,0:10.820.015,10.083 us,15 B,,07,01,         DATA1 packet,4B 0C 00 00 00 01 00 01 10 01 00 00 00 8B CF,,"K.............."
3,FS,304,0:10.820.027,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,305,0:10.899.944,290.583 us,315 B,,07,01,   Data Block,3B 01 00 00 02 00 01 10 01 00 00 00 64 00 06 00 00 00 64 00 26 6D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00 2E 00 63 00 6F 00 6D 00 3A 00 20 00 31 00 2E 00 30 00 3B 00 20 00 61 00 6E 00 64 00 72 00 6F 00 69 00 64 00 2E 00 63 00 6F 00 6D 00 3A 00 20 00 31 00 2E 00 30 00 3B 00 00 00 00 00 1E 00 00 00 01 10 02 10 03 10 04 10 05 10 06 10 07 10 08 10 09 10 0A 10 0B 10 0C 10 0D 10 14 10 15 10 16 10 17 10 1B 10 01 98 02 98 03 98 04 98 05 98 10 98 11 98 C1 95 C2 95 C3 95 C4 95 C5 95 04 00 00 00 02 40 03 40 04 40 05 40 03 00 00 00 01 D4 02 D4 03 50 00 00 00 00 1A 00 00 00 00 30 01 30 04 30 05 30 08 30 09 30 0B 30 01 38 02 38 04 38 07 38 08 38 0B 38 0D 38 01 B9 02 B9 03 B9 82 B9 83 B9 84 B9 05 BA 10 BA 11 BA 14 BA 82 BA 06 B9 04 4C 00 47 00 45 00 00 00 08 4E 00 65 00 78 00 75 00 73 00 20 00 35 00 00 00 04 31 00 2E 00 30 00 00 00 11 30 00 34 00 38 00 66 00 31 00 63 00 39 00 63 00 32 00 32 00 33 00 39 00 30 00 30 00 36 00 37 00 00 00,,";...........d.....d.&m.i.c.r.o.s.o.f.t...c.o.m.:."
2,FS,306,0:10.899.944,70.833 us,64 B,,07,01,      IN txn   [2 POLL],3B 01 00 00 02 00 01 10 01 00 00 00 64 00 06 00 00 00 64 00 26 6D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00 2E 00 63 00 6F 00 6D 00 3A 00 20 00 31 00 2E 00 30 00 3B 00 20 00 61 00 6E,,";...........d.....d.&m.i.c.r.o.s.o.f.t...c.o.m.:."
3,FS,307,0:10.899.944,14.500 us,,,07,01,         [2 IN-NAK],,,""
3,FS,308,0:10.899.965,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,309,0:10.899.968,44.750 us,67 B,,07,01,         DATA1 packet,4B 3B 01 00 00 02 00 01 10 01 00 00 00 64 00 06 00 00 00 64 00 26 6D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00 2E 00 63 00 6F 00 6D 00 3A 00 20 00 31 00 2E 00 30 00 3B 00 20 00 61 00 6E D4 88,,"K;...........d.....d.&m.i.c.r.o.s.o.f.t...c.o.m.:"
3,FS,310,0:10.900.014,750 ns,1 B,,07,01,         ACK packet,D2,,"."
2,FS,311,0:10.900.020,50.333 us,64 B,,07,01,      IN txn,00 64 00 72 00 6F 00 69 00 64 00 2E 00 63 00 6F 00 6D 00 3A 00 20 00 31 00 2E 00 30 00 3B 00 00 00 00 00 1E 00 00 00 01 10 02 10 03 10 04 10 05 10 06 10 07 10 08 10 09 10 0A 10 0B 10 0C 10 0D,,".d.r.o.i.d...c.o.m.:. .1...0.;..................."
3,FS,312,0:10.900.020,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,313,0:10.900.024,44.750 us,67 B,,07,01,         DATA0 packet,C3 00 64 00 72 00 6F 00 69 00 64 00 2E 00 63 00 6F 00 6D 00 3A 00 20 00 31 00 2E 00 30 00 3B 00 00 00 00 00 1E 00 00 00 01 10 02 10 03 10 04 10 05 10 06 10 07 10 08 10 09 10 0A 10 0B 10 0C 10 0D 23 F6,,"..d.r.o.i.d...c.o.m.:. .1...0.;.................."
3,FS,314,0:10.900.070,750 ns,1 B,,07,01,         ACK packet,D2,,"."
2,FS,315,0:10.900.076,50.250 us,64 B,,07,01,      IN txn,10 14 10 15 10 16 10 17 10 1B 10 01 98 02 98 03 98 04 98 05 98 10 98 11 98 C1 95 C2 95 C3 95 C4 95 C5 95 04 00 00 00 02 40 03 40 04 40 05 40 03 00 00 00 01 D4 02 D4 03 50 00 00 00 00 1A 00 00,,"........................................@.@.@.@.."
3,FS,316,0:10.900.076,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,317,0:10.900.080,44.750 us,67 B,,07,01,         DATA1 packet,4B 10 14 10 15 10 16 10 17 10 1B 10 01 98 02 98 03 98 04 98 05 98 10 98 11 98 C1 95 C2 95 C3 95 C4 95 C5 95 04 00 00 00 02 40 03 40 04 40 05 40 03 00 00 00 01 D4 02 D4 03 50 00 00 00 00 1A 00 00 4F D0,,"K........................................@.@.@.@."
3,FS,318,0:10.900.126,750 ns,1 B,,07,01,         ACK packet,D2,,"."
2,FS,319,0:10.900.132,50.250 us,64 B,,07,01,      IN txn,00 00 30 01 30 04 30 05 30 08 30 09 30 0B 30 01 38 02 38 04 38 07 38 08 38 0B 38 0D 38 01 B9 02 B9 03 B9 82 B9 83 B9 84 B9 05 BA 10 BA 11 BA 14 BA 82 BA 06 B9 04 4C 00 47 00 45 00 00 00 08 4E,,"..0.0.0.0.0.0.0.8.8.8.8.8.8.8...................."
3,FS,320,0:10.900.132,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,321,0:10.900.135,44.833 us,67 B,,07,01,         DATA0 packet,C3 00 00 30 01 30 04 30 05 30 08 30 09 30 0B 30 01 38 02 38 04 38 07 38 08 38 0B 38 0D 38 01 B9 02 B9 03 B9 82 B9 83 B9 84 B9 05 BA 10 BA 11 BA 14 BA 82 BA 06 B9 04 4C 00 47 00 45 00 00 00 08 4E 62 3E,,"...0.0.0.0.0.0.0.8.8.8.8.8.8.8..................."
3,FS,322,0:10.900.181,750 ns,1 B,,07,01,         ACK packet,D2,,"."
2,FS,323,0:10.900.188,47.000 us,59 B,,07,01,      IN txn,00 65 00 78 00 75 00 73 00 20 00 35 00 00 00 04 31 00 2E 00 30 00 00 00 11 30 00 34 00 38 00 66 00 31 00 63 00 39 00 63 00 32 00 32 00 33 00 39 00 30 00 30 00 36 00 37 00 00 00,,".e.x.u.s. .5....1...0....0.4.8.f.1.c.9.c.2.2.3.9."
3,FS,324,0:10.900.188,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,325,0:10.900.191,41.516 us,62 B,,07,01,         DATA1 packet,4B 00 65 00 78 00 75 00 73 00 20 00 35 00 00 00 04 31 00 2E 00 30 00 00 00 11 30 00 34 00 38 00 66 00 31 00 63 00 39 00 63 00 32 00 32 00 33 00 39 00 30 00 30 00 36 00 37 00 00 00 BF 60,,"K.e.x.u.s. .5....1...0....0.4.8.f.1.c.9.c.2.2.3.9"
3,FS,326,0:10.900.234,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,327,0:10.999.958,15.666 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 01 00 00 00,OK,"....... ...."
2,FS,328,0:10.999.958,15.666 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 01 00 00 00,,"....... ...."
3,FS,329,0:10.999.958,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,330,0:10.999.961,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 01 00 00 00 4A 12,,"........ ....J."
3,FS,331,0:10.999.973,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,332,0:11.000.910,199.028.500 ms,,,,,[200 SOF],,[Frames: 368 - 567] ,""
0,FS,333,0:11.068.128,131.900.416 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=Undefined non-image object (0x00003000) (OK),".................."
1,FS,334,0:11.068.128,104.083 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00,,".................0.."
2,FS,335,0:11.068.128,104.083 us,20 B,,07,01,      OUT txn   [3 POLL],14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00,,".................0.."
3,FS,336,0:11.068.128,76.250 us,,,07,01,         [3 OUT-DATA-NAK],,,""
4,FS,337,0:11.068.128,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00,,".................0.."
5,FS,338,0:11.068.128,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,339,0:11.068.131,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00 11 4E,,"..................0...N"
5,FS,340,0:11.068.148,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,341,0:11.068.156,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00,,".................0.."
5,FS,342,0:11.068.156,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,343,0:11.068.159,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00 11 4E,,"..................0...N"
5,FS,344,0:11.068.176,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,345,0:11.068.183,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00,,".................0.."
5,FS,346,0:11.068.183,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,347,0:11.068.187,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00 11 4E,,"..................0...N"
5,FS,348,0:11.068.203,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,349,0:11.068.211,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,350,0:11.068.214,15.416 us,23 B,,07,01,         DATA0 packet,C3 14 00 00 00 01 00 02 98 02 00 00 00 04 DC 00 00 00 30 00 00 11 4E,,"..................0...N"
3,FS,351,0:11.068.231,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,352,0:11.099.965,68.416 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 02 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,353,0:11.099.965,68.416 us,30 B,,07,01,      IN txn   [4 POLL],1E 00 00 00 02 00 02 98 02 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,354,0:11.099.965,34.916 us,,,07,01,         [4 IN-NAK],,,""
3,FS,355,0:11.100.006,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,356,0:11.100.009,22.083 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 02 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E3 DD,,"K................................"
3,FS,357,0:11.100.032,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,358,0:11.200.013,15.583 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 02 00 00 00,OK,"....... ...."
2,FS,359,0:11.200.013,15.583 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 02 00 00 00,,"....... ...."
3,FS,360,0:11.200.013,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,361,0:11.200.016,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 02 00 00 00 4A 56,,"........ ....JV"
3,FS,362,0:11.200.028,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,363,0:11.200.937,199.028.600 ms,,,,,[200 SOF],,[Frames: 568 - 767] ,""
0,FS,364,0:11.300.056,99.975.666 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=Association (0x00003001) (OK),".................."
1,FS,365,0:11.300.056,76.333 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 03 00 00 00 04 DC 00 00 01 30 00 00,,".................0.."
2,FS,366,0:11.300.056,76.333 us,20 B,,07,01,      OUT txn   [2 POLL],14 00 00 00 01 00 02 98 03 00 00 00 04 DC 00 00 01 30 00 00,,".................0.."
3,FS,367,0:11.300.056,48.500 us,,,07,01,         [2 OUT-DATA-NAK],,,""
4,FS,368,0:11.300.056,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 03 00 00 00 04 DC 00 00 01 30 00 00,,".................0.."
5,FS,369,0:11.300.056,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,370,0:11.300.059,15.416 us,23 B,,07,01,               DATA1 packet,4B 14 00 00 00 01 00 02 98 03 00 00 00 04 DC 00 00 01 30 00 00 ED 71,,"K.................0...q"
5,FS,371,0:11.300.076,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,372,0:11.300.084,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 03 00 00 00 04 DC 00 00 01 30 00 00,,".................0.."
5,FS,373,0:11.300.084,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,374,0:11.300.087,15.416 us,23 B,,07,01,               DATA1 packet,4B 14 00 00 00 01 00 02 98 03 00 00 00 04 DC 00 00 01 30 00 00 ED 71,,"K.................0...q"
5,FS,375,0:11.300.104,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,376,0:11.300.112,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,377,0:11.300.115,15.416 us,23 B,,07,01,         DATA1 packet,4B 14 00 00 00 01 00 02 98 03 00 00 00 04 DC 00 00 01 30 00 00 ED 71,,"K.................0...q"
3,FS,378,0:11.300.131,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,379,0:11.315.994,78.000 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 03 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,380,0:11.315.994,78.000 us,30 B,,07,01,      IN txn   [5 POLL],1E 00 00 00 02 00 02 98 03 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,381,0:11.315.994,44.500 us,,,07,01,         [5 IN-NAK],,,""
3,FS,382,0:11.316.044,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,383,0:11.316.048,22.083 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 03 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 11,,"K..............................3."
3,FS,384,0:11.316.071,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,385,0:11.400.016,15.416 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 03 00 00 00,OK,"....... ...."
2,FS,386,0:11.400.016,15.416 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 03 00 00 00,,"....... ...."
3,FS,387,0:11.400.016,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,388,0:11.400.019,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 03 00 00 00 4B AA,,"........ ....K."
3,FS,389,0:11.400.031,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,390,0:11.400.963,199.028.416 ms,,,,,[200 SOF],,[Frames: 768 - 967] ,""
0,FS,391,0:11.500.054,99.975.333 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=Text (0x00003004) (OK),".................."
1,FS,392,0:11.500.054,75.916 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 04 00 00 00 04 DC 00 00 04 30 00 00,,".................0.."
2,FS,393,0:11.500.054,75.916 us,20 B,,07,01,      OUT txn   [2 POLL],14 00 00 00 01 00 02 98 04 00 00 00 04 DC 00 00 04 30 00 00,,".................0.."
3,FS,394,0:11.500.054,48.416 us,,,07,01,         [2 OUT-DATA-NAK],,,""
4,FS,395,0:11.500.054,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 04 00 00 00 04 DC 00 00 04 30 00 00,,".................0.."
5,FS,396,0:11.500.054,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,397,0:11.500.057,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 04 00 00 00 04 DC 00 00 04 30 00 00 18 76,,"..................0...v"
5,FS,398,0:11.500.073,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,399,0:11.500.081,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 04 00 00 00 04 DC 00 00 04 30 00 00,,".................0.."
5,FS,400,0:11.500.081,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,401,0:11.500.084,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 04 00 00 00 04 DC 00 00 04 30 00 00 18 76,,"..................0...v"
5,FS,402,0:11.500.101,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,403,0:11.500.109,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,404,0:11.500.112,15.416 us,23 B,,07,01,         DATA0 packet,C3 14 00 00 00 01 00 02 98 04 00 00 00 04 DC 00 00 04 30 00 00 18 76,,"..................0...v"
3,FS,405,0:11.500.129,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,406,0:11.564.003,89.916 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 04 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,407,0:11.564.003,89.916 us,30 B,,07,01,      IN txn   [6 POLL],1E 00 00 00 02 00 02 98 04 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,408,0:11.564.003,55.166 us,,,07,01,         [6 IN-NAK],,,""
3,FS,409,0:11.564.065,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,410,0:11.564.069,22.083 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 04 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 F7,,"K................................"
3,FS,411,0:11.564.092,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,412,0:11.600.013,15.583 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 04 00 00 00,OK,"....... ...."
2,FS,413,0:11.600.013,15.583 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 04 00 00 00,,"....... ...."
